problem_id,num_submissions,acceptance_rate,avg_cpu_time,avg_memory,avg_code_size
p00030,2611,0.5377250095748756,46.02564102564103,5419.304843304843,671.1666666666666
p00031,2252,0.5026642984014209,13.47173144876325,4709.342756183745,557.993816254417
p00032,1691,0.6268480189237138,11.330188679245284,4330.181132075471,450.25471698113205
p00033,3979,0.503392812264388,10.878681977034448,4421.07239141288,751.1243135297054
p00034,1296,0.6404320987654321,13.734939759036145,4564.578313253012,652.7385542168674
p00035,1348,0.4792284866468843,13.25077399380805,4530.198142414861,1446.7693498452013
p00036,2222,0.3465346534653465,14.844155844155845,4863.3038961038965,1309.4597402597403
p00037,1030,0.42135922330097086,9.861751152073733,3962.304147465438,1566.3133640552996
p00038,1311,0.5545385202135774,13.700137551581843,4872.990371389271,1382.8762035763411
p00039,982,0.7189409368635438,12.747875354107649,4437.00283286119,826.6473087818697
p00040,1231,0.4256701868399675,56.603053435114504,6390.099236641221,1066.7156488549617
p00041,972,0.5113168724279835,159.37625754527164,5265.99597585513,2010.0965794768613
p00042,2885,0.33032928942807627,117.50262329485834,9747.743966421825,1084.1353620146904
p00043,723,0.5961272475795297,96.0092807424594,8722.895591647331,1628.447795823666
p00044,1662,0.48736462093862815,55.135802469135804,5144.696296296296,695.2938271604938
p00045,1665,0.4816816816816817,11.53366583541147,4127.925187032419,415.2418952618454
p00046,1521,0.702827087442472,12.329279700654817,4645.724976613657,341.77081384471467
p00047,1550,0.584516129032258,11.589403973509933,4215.991169977925,467.26490066225165
p00048,1361,0.6436443791329904,14.292237442922374,4778.401826484018,738.9554794520548
p00049,1376,0.6388081395348837,11.80887372013652,4246.848691695108,460.72468714448235
p00050,1762,0.4727582292849035,14.837935174069628,5231.327731092437,522.5654261704682
p00051,1137,0.7053649956024626,14.002493765586035,4824.199501246882,591.1533665835411
p00052,1398,0.6638054363376252,113.75,6761.961206896552,379.0915948275862
p00053,1603,0.495321272613849,126.90176322418137,7143.642317380352,662.2594458438288
p00054,1631,0.3666462293071735,18.779264214046822,5346.09364548495,414.1655518394649
p00055,1102,0.676950998185118,13.176943699731904,4516.616621983914,410.17024128686325
p00056,2530,0.30237154150197626,590.3267973856209,6086.075816993464,704.5856209150327
p00057,1100,0.7209090909090909,11.778058007566205,4154.562421185372,305.8272383354351
p00058,1748,0.3100686498855835,15.18450184501845,4303.468634686347,908.8819188191882
p00059,1130,0.41150442477876104,14.279569892473118,4197.341935483871,766.4021505376344
p00060,940,0.6329787234042553,14.521008403361344,4854.527731092437,537.0420168067227
p00061,845,0.6615384615384615,12.844364937388193,4422.046511627907,785.9964221824687
p00062,930,0.7397849462365591,12.194767441860465,4358.180232558139,509.8386627906977
p00063,1136,0.7086267605633803,11.850931677018634,4290.713043478261,436.8608695652174
p00064,1381,0.4786386676321506,14.720121028744327,4406.027231467474,513.7776096822995
p00065,988,0.44534412955465585,13.75,4551.427272727273,862.9113636363636
p00066,1155,0.49004329004329006,12.650176678445229,4588.579505300353,965.0159010600706
p00067,1622,0.5265104808877928,16.498829039812648,5630.24355971897,1074.795081967213
p00068,650,0.6230769230769231,12.691358024691358,3887.288888888889,2452.9703703703703
p00069,838,0.33651551312649164,15.070921985815604,4221.815602836879,1478.4219858156027
p00070,2389,0.1992465466722478,463.52941176470586,9898.848739495797,1069.1785714285713
p00071,1037,0.5901639344262295,11.27450980392157,3809.418300653595,1086.0996732026144
p00072,1015,0.4935960591133005,30.93812375249501,4643.457085828343,1447.746506986028
p00073,1047,0.7363896848137536,11.763942931258107,4378.91569390402,462.78988326848247
p00074,1019,0.5436702649656526,13.754512635379061,4257.8844765342965,621.2761732851985
p00075,1317,0.6400911161731208,11.945432977461447,4480.4555160142345,365.26809015421117
p00076,539,0.7736549165120594,10.52757793764988,3933.832134292566,746.4676258992806
p00077,998,0.718436873747495,11.757322175732218,4208.92050209205,526.4574616457462
p00078,723,0.6680497925311203,15.279503105590063,4134.625258799172,906.1697722567288
p00079,1182,0.5541455160744501,8.610687022900763,3585.4961832061067,1194.508396946565
p00080,1317,0.428246013667426,11.631205673758865,4074.8439716312055,455.9166666666667
p00081,647,0.5811437403400309,11.835106382978724,3981.2127659574467,1614.2313829787233
p00082,815,0.44539877300613495,15.206611570247935,4360.088154269973,1080.4022038567493
p00083,980,0.5377551020408163,10.208728652751423,3660.0379506641366,1019.7760910815939
p00084,1250,0.4712,17.707979626485567,5473.5891341256365,536.6723259762309
p00085,714,0.7184873949579832,34.91228070175438,4141.723196881092,664.7076023391813
p00086,1379,0.34082668600435095,13.27659574468085,3768.391489361702,794.5170212765958
p00087,1910,0.28900523560209423,13.22463768115942,4540.04347826087,976.8731884057971
p00088,1010,0.35346534653465345,28.03921568627451,5494.487394957983,1919.6918767507002
p00089,877,0.4789053591790194,18.738095238095237,4868.857142857143,1169.054761904762
p00090,1757,0.1952191235059761,128.42565597667638,3196.4198250728864,2106.9620991253646
p00091,1175,0.17106382978723406,1145.0248756218905,9825.63184079602,2872.990049751244
p00092,1442,0.36130374479889044,570.7869481765835,13493.412667946257,1014.5969289827256
p00093,2996,0.2930574098798398,15.740318906605923,4150.50569476082,668.0421412300683
p00094,1198,0.7929883138564274,13.91578947368421,5200.134736842106,241.27052631578948
p00095,1381,0.3924692251991311,12.509225092250922,4859.90405904059,543.570110701107
p00096,1267,0.367008681925809,143.74193548387098,4688.688172043011,744.2516129032258
p00097,1365,0.27106227106227104,131.51351351351352,10765.772972972973,810.5405405405405
p00098,838,0.39856801909307876,178.65269461077844,7015.053892215569,1106.6347305389222
p00099,1859,0.23076923076923078,406.31701631701634,28970.02331002331,1119.5104895104896
p00100,4260,0.2107981220657277,30.478841870824052,6040.365256124722,834.3997772828508
p00101,2420,0.39834710743801655,14.885892116182573,4901.8589211618255,434.2344398340249
p00102,1809,0.4720840243228303,22.353629976580795,4907.957845433255,736.7388758782201
p00103,1907,0.5836392239119035,10.485175202156334,4243.2920035938905,783.6855345911949
p00104,1358,0.5559646539027983,17.748344370860927,4638.41059602649,935.1748344370861
p00105,1258,0.5635930047694754,14.894217207334274,4736.276445698167,824.7743300423131
p00106,900,0.5455555555555556,58.0244399185336,4299.690427698574,878.7026476578411
p00107,1150,0.5452173913043479,10.972886762360446,3870.909090909091,632.7400318979267
p00108,968,0.5537190082644629,21.175373134328357,4557.067164179104,841.1809701492538
p00109,2219,0.3217665615141956,9.18767507002801,3910.7787114845937,1766.0056022408965
p00110,2020,0.21138613861386138,26.29976580796253,5520.412177985949,1241.9859484777517
p00111,747,0.3668005354752343,54.34306569343066,6524.262773722628,2078.4744525547444
p00112,1470,0.3469387755102041,98.96078431372548,5713.278431372549,558.8823529411765
p00113,665,0.43007518796992483,52.0979020979021,6514.125874125874,892.6118881118881
p00114,808,0.48886138613861385,84.48101265822785,4049.9949367088607,826.4962025316456
p00115,486,0.18724279835390947,20.65934065934066,5294.065934065934,2840.4725274725274
p00116,600,0.485,366.01374570446734,7123.243986254295,1353.3092783505156
p00117,1100,0.6454545454545455,9.774647887323944,2923.8253521126762,1212.6915492957746
p00118,3764,0.359192348565356,20.207100591715978,5431.683431952662,1133.2448224852071
p00119,447,0.5391498881431768,11.28630705394191,4708.016597510374,1034.7676348547718
p00120,975,0.3046153846153846,212.65993265993265,6634.558922558923,1477.5151515151515
p00121,2342,0.31767719897523483,108.41397849462365,12439.381720430107,1702.6451612903227
p00122,564,0.524822695035461,9.966216216216216,3575.7027027027025,1533.7297297297298
p00123,869,0.5535097813578826,11.476091476091476,3628.2079002079004,747.4178794178794
p00124,1117,0.36257833482542523,13.25925925925926,4134.074074074074,832.4123456790123
p00125,836,0.4665071770334928,18.358974358974358,4313.610256410257,916.5871794871795
p00126,597,0.5159128978224455,16.136363636363637,3421.4805194805194,1467.6915584415585
p00127,923,0.37594799566630555,9.279538904899136,3385.348703170029,937.6512968299712
p00128,680,0.4485294117647059,40.26229508196721,4193.836065573771,922.0590163934427
p00129,460,0.4717391304347826,36.95852534562212,4151.26267281106,2983.7419354838707
p00130,520,0.7019230769230769,17.643835616438356,4419.024657534246,822.082191780822
p00131,466,0.39914163090128757,114.89247311827957,10937.462365591398,1814.0698924731182
p00132,670,0.07164179104477612,2153.9583333333335,7627.166666666667,4524.3125
p00133,574,0.632404181184669,7.741046831955923,2864.936639118457,764.7465564738292
p00134,810,0.5358024691358024,24.216589861751153,4354.064516129032,347.85714285714283
p00135,1037,0.32690453230472516,15.191740412979351,4104.778761061947,653.9970501474926
p00136,669,0.8295964125560538,13.18918918918919,4153.823423423423,652.0432432432433
p00137,582,0.7164948453608248,12.302158273381295,3809.976019184652,582.505995203837
p00138,675,0.6518518518518519,22.204545454545453,7155.590909090909,1123.55
p00139,910,0.37032967032967035,35.34124629080119,4977.792284866468,1090.9376854599407
p00140,729,0.4375857338820302,10.031347962382446,3351.862068965517,994.2319749216301
p00141,625,0.3856,26.390041493775932,4362.871369294606,1463.070539419087
p00142,543,0.4732965009208103,422.1011673151751,4644.8560311284045,808.3501945525292
p00143,391,0.649616368286445,123.30708661417323,8622.692913385827,2381.287401574803
p00144,696,0.46264367816091956,98.91304347826087,4687.925465838509,1257.3260869565217
p00145,409,0.44987775061124696,23.42391304347826,4076.413043478261,900.2445652173913
p00146,573,0.35776614310645727,389.8536585365854,20435.043902439025,1798.6829268292684
p00147,688,0.36046511627906974,21.612903225806452,7590.177419354839,2346.7782258064517
p00148,872,0.6525229357798165,9.209138840070299,3300.688927943761,332.1634446397188
p00149,771,0.7042801556420234,11.41804788213628,3749.1049723756905,624.2136279926335
p00150,1452,0.5055096418732782,109.33242506811989,4355.891008174387,670.0027247956403
p00151,576,0.5,119.23611111111111,6570.486111111111,1270.5104166666667
p00152,576,0.3923611111111111,15.486725663716815,4457.256637168141,1590.075221238938
p00153,707,0.22206506364922207,11.719745222929935,3357.044585987261,4229.101910828025
p00154,348,0.8218390804597702,339.02097902097904,5491.090909090909,983.8951048951049
p00155,760,0.3894736842105263,21.554054054054053,4776.824324324324,2391.8412162162163
p00156,491,0.3564154786150713,142.45714285714286,6423.451428571429,1821.88
p00157,881,0.4086265607264472,35.666666666666664,4879.488888888889,1282.4805555555556
p00158,714,0.8067226890756303,11.89236111111111,4606.631944444444,371.6388888888889
p00159,483,0.6521739130434783,27.841269841269842,5132.495238095238,667.1746031746031
p00160,506,0.7430830039525692,42.12765957446808,6561.946808510638,804.906914893617
p00161,542,0.7177121771217713,67.76349614395887,7369.532133676093,818.8174807197944
p00162,594,0.6414141414141414,146.9028871391076,9096.356955380577,690.6876640419947
p00163,410,0.4658536585365854,10.732984293193716,3385.86387434555,1175.1570680628272
p00164,386,0.7875647668393783,13.026315789473685,3459.6315789473683,595.6348684210526
p00165,396,0.4015151515151515,149.43396226415095,10177.685534591195,1065.0566037735848
p00166,500,0.4,12.75,2904.96,1000.92
p00167,687,0.6491994177583698,14.147982062780269,3657.4349775784754,583.6233183856502
p00168,1767,0.7096774193548387,41.196172248803826,3439.5948963317383,603.9377990430622
p00169,496,0.5483870967741935,15.882352941176471,4290.205882352941,806.75
p00170,320,0.615625,319.9492385786802,6861.766497461929,1263.0659898477156
p00171,234,0.4230769230769231,1646.1616161616162,3069.6969696969695,3344.989898989899
p00172,323,0.26006191950464397,175.47619047619048,16105.57142857143,3032.940476190476
p00173,805,0.8409937888198757,12.776957163958642,4161.299852289512,423.84638109305763
p00174,632,0.7768987341772152,11.853360488798371,3859.356415478615,629.4684317718941
p00175,672,0.6711309523809523,22.084257206208427,4195.609756097561,556.1108647450111
p00176,490,0.6448979591836734,23.670886075949365,4376.202531645569,1256.26582278481
p00177,269,0.6728624535315985,8.784530386740332,3009.3922651933703,762.5635359116022
p00178,404,0.3787128712871287,164.640522875817,3729.045751633987,1714.5947712418301
p00179,665,0.6,891.4035087719299,13891.448621553885,1579.295739348371
p00180,606,0.6815181518151815,13.268765133171913,3214.140435835351,1470.5690072639225
p00181,613,0.5383360522022839,46.24242424242424,8081.030303030303,946.730303030303
p00182,341,0.1378299120234604,210.85106382978722,4390.127659574468,1402.063829787234
p00183,511,0.5362035225048923,9.489051094890511,3116.3211678832117,1118.35401459854
p00184,710,0.6577464788732394,416.76659528907925,15890.93790149893,618.3019271948608
p00185,524,0.6354961832061069,152.61261261261262,7337.693693693694,745.5855855855856
p00186,500,0.454,18.94273127753304,3053.7092511013216,793.0484581497798
p00187,424,0.29245283018867924,12.5,3757.451612903226,3746.314516129032
p00188,963,0.31983385254413293,10.616883116883116,3432.3896103896104,676.7694805194806
p00189,1681,0.4991076740035693,6.924910607866508,3435.6042908224076,1333.102502979738
p00190,547,0.2943327239488117,884.5341614906832,10174.111801242236,2815.913043478261
p00191,789,0.3700887198986058,107.91095890410959,5970.876712328767,1019.5719178082192
p00192,255,0.2823529411764706,11.38888888888889,3057.3888888888887,2630.375
p00193,366,0.3005464480874317,33.18181818181818,3628.2181818181816,1914.1545454545455
p00194,214,0.2616822429906542,145.71428571428572,10113.42857142857,2928.1428571428573
p00195,724,0.6837016574585635,11.232323232323232,3554.1414141414143,644.4444444444445
p00196,685,0.4905109489051095,10.803571428571429,2959.0833333333335,913.0892857142857
p00197,1211,0.5111478117258464,20.823909531502423,4150.7592891760905,460.5282714054927
p00198,442,0.40271493212669685,69.43820224719101,4673.258426966292,1798.0955056179776
p00199,624,0.2532051282051282,31.962025316455698,3589.46835443038,2110.9177215189875
p00200,2710,0.31365313653136534,327.83529411764704,7516.390588235294,1433.4117647058824
p00201,841,0.4684898929845422,15.888324873096447,4094.263959390863,1169.8604060913706
p00202,1385,0.37906137184115524,1439.8095238095239,11284.220952380952,1106.6228571428571
p00203,1099,0.3202911737943585,47.84090909090909,3258.3977272727275,1334.5823863636363
p00204,910,0.0989010989010989,12.333333333333334,2092.266666666667,3911.0222222222224
p00205,943,0.5779427359490986,12.256880733944953,3673.5559633027524,859.1743119266055
p00206,966,0.55175983436853,26.097560975609756,4709.696060037523,482.3095684803002
p00207,1743,0.2983362019506598,15.192307692307692,3934.923076923077,1482.6576923076923
p00208,776,0.6327319587628866,148.4928716904277,8592.097759674134,495.21181262729124
p00209,589,0.32088285229202035,186.984126984127,5945.671957671958,1715.0
p00210,486,0.25925925925925924,36.507936507936506,3826.4126984126983,2686.531746031746
p00211,403,0.45905707196029777,61.45945945945946,5363.675675675676,1008.3783783783783
p00212,957,0.40229885057471265,105.32467532467533,4293.007792207793,1710.051948051948
p00213,288,0.3576388888888889,311.84466019417476,4214.330097087379,2422.116504854369
p00214,550,0.18,107.37373737373737,3557.010101010101,4324.232323232323
p00215,1506,0.4103585657370518,1619.2556634304208,43391.52103559871,4324.9708737864075
p00216,939,0.7018104366347178,9.43854324734446,3545.062215477997,556.1001517450683
p00217,889,0.6434195725534309,251.62587412587413,13246.272727272728,568.5384615384615
p00218,1121,0.6146297948260482,24.150943396226417,4208.981132075472,732.1712626995646
p00219,904,0.7743362831858407,65.02857142857142,6513.611428571428,548.6457142857142
p00220,757,0.5006605019815059,23.060686015831134,4295.746701846966,771.7915567282322
p00221,1712,0.22371495327102803,164.04699738903395,6216.845953002611,1181.8146214099218
p00222,1243,0.3604183427192277,334.3080357142857,22110.598214285714,933.8482142857143
p00223,1444,0.22506925207756232,1150.2153846153847,25214.806153846155,1968.8707692307692
p00224,411,0.35766423357664234,439.1156462585034,5980.734693877551,3228.734693877551
p00225,1005,0.21990049751243781,104.6606334841629,6864.180995475113,1685.8054298642535
p00226,686,0.7973760932944607,60.530164533820844,5155.692870201097,595.3199268738574
p00227,865,0.576878612716763,35.95190380761523,5445.082164328657,572.3687374749499
p00228,588,0.6428571428571429,8.915343915343914,3048.15873015873,812.1455026455027
p00229,411,0.878345498783455,9.418282548476455,2977.8393351800555,463.8337950138504
p00230,676,0.27958579881656803,19.576719576719576,2846.814814814815,1404.3915343915344
p00231,518,0.4922779922779923,30.823529411764707,3769.678431372549,874.556862745098
p00232,1009,0.2348860257680872,337.55274261603375,10173.721518987342,1473.8270042194092
p00233,429,0.44755244755244755,15.3125,3140.8125,693.3958333333334
p00234,786,0.16793893129770993,208.56060606060606,14792.363636363636,2354.3636363636365
p00235,597,0.2864321608040201,15.497076023391813,3594.9239766081873,1365.6198830409357
p00236,542,0.14760147601476015,2107.625,11894.0,2478.725
p00237,343,0.10787172011661808,61.62162162162162,3125.189189189189,6141.540540540541
p00238,840,0.7142857142857143,14.35,4621.7266666666665,496.2966666666667
p00239,771,0.522697795071336,63.27543424317618,6520.82382133995,800.9900744416874
p00240,696,0.5545977011494253,22.616580310880828,4813.699481865285,738.7227979274611
p00241,437,0.6636155606407322,16.448275862068964,4213.944827586207,783.1103448275862
p00242,612,0.41830065359477125,48.3203125,5968.859375,1334.06640625
p00243,506,0.26679841897233203,864.4444444444445,19614.31111111111,1991.437037037037
p00244,490,0.37551020408163266,66.95652173913044,4723.913043478261,1860.0978260869565
p00245,276,0.3007246376811594,1167.3493975903614,54460.385542168675,2661.6626506024095
p00246,441,0.17233560090702948,1194.342105263158,17025.684210526317,2255.25
p00247,457,0.1487964989059081,407.5,18491.235294117647,3127.25
p00248,120,0.49166666666666664,522.7118644067797,11786.57627118644,1167.4237288135594
p00249,203,0.27586206896551724,28.035714285714285,1977.2857142857142,5222.267857142857
p00250,222,0.3153153153153153,189.85714285714286,5211.657142857143,970.5714285714286
p00251,1196,0.8285953177257525,9.22300706357215,4116.367305751766,261.12512613521693
p00252,1167,0.792630676949443,7.945945945945946,3691.8616216216215,338.3362162162162
p00253,1200,0.31416666666666665,30.928381962864723,6274.811671087533,861.8567639257294
p00254,913,0.5334063526834611,90.80082135523614,6732.427104722793,969.3737166324436
p00255,989,0.36299292214357937,88.55153203342618,9500.91364902507,782.0473537604457
p00256,364,0.4065934065934066,925.8108108108108,6835.945945945946,2261.7162162162163
p00257,599,0.27712854757929883,484.2168674698795,6872.891566265061,1496.198795180723
p00258,395,0.4607594936708861,720.934065934066,17906.85714285714,1403.5494505494505
p00259,418,0.26555023923444976,261.98198198198196,11042.774774774774,2796.3153153153153
p00260,344,0.14534883720930233,716.0,1654.64,7100.9
p00261,385,0.7402597402597403,9.543859649122806,3834.1052631578946,797.280701754386
p00262,306,0.7189542483660131,1096.5454545454545,17111.29090909091,1078.509090909091
p00263,460,0.40217391304347827,111.89189189189189,7490.616216216216,995.8486486486487
p00264,221,0.35294117647058826,23.71794871794872,4571.794871794872,3558.602564102564
p00265,616,0.3782467532467532,479.0128755364807,14165.991416309012,863.8197424892704
p00266,402,0.4527363184079602,1399.2307692307693,8815.12087912088,1558.967032967033
p00267,358,0.32122905027932963,354.17391304347825,14150.191304347825,974.1304347826087
p00268,217,0.2350230414746544,93.13725490196079,3956.705882352941,5070.196078431372
p00269,95,0.4,1513.9473684210527,24767.473684210527,4866.131578947368
p00270,185,0.25405405405405407,898.2978723404256,30351.063829787236,3259.31914893617
p00271,1341,0.7956748695003728,11.190253045923148,4649.866916588566,281.2080599812559
p00272,1166,0.8267581475128645,10.819502074688797,4579.697095435685,423.2655601659751
p00273,1191,0.5188916876574308,15.372168284789645,5038.077669902913,639.2588996763754
p00274,1119,0.5290437890974083,161.57094594594594,17755.425675675677,562.0945945945946
p00275,667,0.6671664167916042,8.831460674157304,3605.779775280899,831.2741573033708
p00276,762,0.6325459317585301,17.406639004149376,3345.0788381742736,637.5331950207469
p00277,944,0.3230932203389831,479.60655737704917,24826.111475409834,1534.1016393442624
p00278,412,0.28883495145631066,1052.5210084033613,56493.8487394958,1793.9495798319329
p00279,110,0.23636363636363636,428.0769230769231,21119.384615384617,3706.3846153846152
p00280,289,0.5847750865051903,7.396449704142012,3941.9881656804732,927.8224852071006
p00281,263,0.5437262357414449,476.43356643356645,20604.643356643355,1003.2657342657343
p00282,214,0.6962616822429907,21.409395973154364,6058.765100671141,943.8053691275168
p00283,396,0.27525252525252525,224.22018348623854,11480.11009174312,1142.394495412844
p00284,322,0.46273291925465837,7.583892617449664,3500.5906040268455,761.1946308724832
p00285,152,0.5789473684210527,65.11363636363636,4711.5,1939.3977272727273
p00286,86,0.37209302325581395,101.5625,4751.5,2166.71875
p00287,234,0.14102564102564102,107.27272727272727,13329.454545454546,4033.6363636363635
p00288,174,0.1896551724137931,4348.181818181818,2127.151515151515,4243.636363636364
p00289,72,0.4305555555555556,185.80645161290323,30623.870967741936,3179.6774193548385
p00290,1041,0.8434197886647454,5.990888382687927,3553.8223234624147,217.49316628701595
p00291,1116,0.706989247311828,7.756653992395437,4092.217997465146,382.8403041825095
p00292,1148,0.6637630662020906,7.480314960629921,3767.0026246719162,355.78477690288713
p00293,1563,0.28087012156110047,11.138952164009112,4453.995444191344,896.3120728929385
p00294,843,0.27283511269276395,39.73913043478261,6545.008695652174,923.9043478260869
p00295,408,0.5931372549019608,139.25619834710744,8736.446280991735,1932.698347107438
p00296,695,0.3338129496402878,446.8965517241379,11236.862068965518,1131.594827586207
p00297,500,0.274,396.93430656934305,30179.620437956204,2110.6204379562046
p00298,246,0.37398373983739835,58.80434782608695,7199.913043478261,1206.9347826086957
p00299,129,0.29457364341085274,42.63157894736842,6090.421052631579,2873.9736842105262
p00300,224,0.7410714285714286,11.927710843373495,5376.963855421687,940.277108433735
p00301,223,0.6367713004484304,53.309859154929576,6251.549295774648,812.7887323943662
p00302,116,0.6724137931034483,22.94871794871795,3906.3076923076924,827.9487179487179
p00303,157,0.4713375796178344,13.108108108108109,5581.405405405405,1223.2297297297298
p00304,139,0.60431654676259,20.476190476190474,5827.523809523809,1355.404761904762
p00305,302,0.2847682119205298,329.8837209302326,9487.627906976744,1320.0581395348838
p00306,33,0.6060606060606061,646.5,6714.6,1722.15
p00307,74,0.7837837837837838,184.31034482758622,11925.241379310344,1261.7413793103449
p00308,28,0.75,28.571428571428573,2917.5238095238096,3557.714285714286
p00309,43,0.27906976744186046,132.5,3507.0,5461.333333333333
p00310,809,0.8986402966625463,9.147180192572215,4679.63136176066,203.21458046767538
p00311,631,0.6925515055467512,6.8192219679633865,4530.16933638444,569.1464530892448
p00312,670,0.8641791044776119,7.65112262521589,4775.281519861831,265.5025906735751
p00313,404,0.7128712871287128,9.51388888888889,5035.402777777777,742.5868055555555
p00314,416,0.71875,9.464882943143813,4929.832775919733,591.123745819398
p00315,312,0.40384615384615385,597.6190476190476,20393.174603174604,1666.047619047619
p00316,252,0.5317460317460317,138.88059701492537,8139.79104477612,1884.2611940298507
p00317,173,0.26011560693641617,882.0,54712.0,2282.1555555555556
p00318,190,0.32105263157894737,250.65573770491804,11173.245901639344,1458.967213114754
p00319,39,0.5897435897435898,146.52173913043478,30797.91304347826,2517.2608695652175
p00320,279,0.40860215053763443,9.473684210526315,5358.561403508772,1030.3070175438597
p00321,181,0.7182320441988951,92.46153846153847,10040.492307692308,1224.3153846153846
p00322,99,0.9292929292929293,261.4130434782609,13085.608695652174,1103.75
p00323,119,0.6050420168067226,167.63888888888889,7796.111111111111,572.7361111111111
p00324,205,0.5365853658536586,109.36363636363636,17108.47272727273,1315.3636363636363
p00325,142,0.2605633802816901,3520.810810810811,40535.56756756757,3141.0810810810813
p00326,38,0.6842105263157895,950.7692307692307,64902.769230769234,2741.6153846153848
p00327,97,0.38144329896907214,48.648648648648646,5251.351351351352,1457.6216216216217
p00328,61,0.26229508196721313,841.25,139231.25,3301.125
p00329,92,0.2717391304347826,131.2,8972.96,2342.88
p00330,950,0.8957894736842106,10.011750881316098,5033.170387779083,185.19741480611046
p00331,708,0.6610169491525424,7.6068376068376065,4961.119658119658,390.45940170940173
p00332,723,0.6085753803596127,6.590909090909091,4500.654545454546,726.2318181818182
p00333,549,0.6939890710382514,10.866141732283465,5405.018372703412,469.04461942257217
p00334,507,0.5838264299802761,14.324324324324325,4742.5,684.7533783783783
p00335,607,0.3443163097199341,3.971291866028708,3963.6172248803828,1103.9617224880383
p00336,238,0.7016806722689075,63.712574850299404,9541.221556886228,1161.6347305389222
p00337,111,0.6216216216216216,1.3043478260869565,3461.217391304348,4126.985507246377
p00338,129,0.49612403100775193,505.9375,29425.0,3496.46875
p00339,146,0.2054794520547945,40.333333333333336,35010.666666666664,1749.0666666666666
p00340,541,0.8521256931608133,13.709327548806941,5733.37093275488,328.8655097613883
p00341,353,0.7110481586402266,10.796812749003983,5585.354581673307,554.601593625498
p00342,300,0.5066666666666667,62.23684210526316,11250.157894736842,864.9078947368421
p00343,138,0.7753623188405797,10.841121495327103,5061.084112149532,1735.5046728971963
p00344,188,0.4787234042553192,103.55555555555556,14710.4,1078.8
p00345,117,0.6068376068376068,10.28169014084507,5000.0,1344.6901408450703
p00346,223,0.4484304932735426,679.7,44987.6,2104.77
p00347,100,0.6,279.6666666666667,34808.73333333333,1413.6333333333334
p00348,263,0.11406844106463879,187.0,24304.933333333334,1352.3333333333333
p00349,62,0.3548387096774194,263.1818181818182,24666.727272727272,2338.090909090909
p00350,77,0.3246753246753247,1682.0,27399.52,4828.72
p00351,24,0.5833333333333334,18.571428571428573,3557.1428571428573,8198.714285714286
p00352,1041,0.8751200768491835,10.406147091108672,5120.19758507135,225.45115257958287
p00353,825,0.7951515151515152,8.353658536585366,4906.8109756097565,374.7835365853659
p00354,679,0.8718703976435935,8.361486486486486,4912.466216216216,481.25168918918916
p00355,876,0.54337899543379,7.9411764705882355,4853.697478991597,577.2542016806723
